1.3236 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
149.0179 	EXP 	text_stim_stim_n: autoDraw = False
149.0179 	EXP 	text_stim_sentence_type: autoDraw = False
149.0179 	EXP 	text_stim_condition: autoDraw = False
149.0179 	EXP 	text_stim_prompt: autoDraw = False
149.0179 	EXP 	text_stim_sentence: autoDraw = False
149.0179 	EXP 	text_stim_stim_n: text = 1
149.0179 	EXP 	text_stim_sentence_type: text = 'match'
149.0179 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
149.0179 	EXP 	text_stim_prompt: color = 'white (named)'
149.0179 	EXP 	text_stim_prompt: text = ' '
149.0179 	EXP 	text_stim_sentence: text = 'Daniel iba a Bolivia.'
149.0179 	EXP 	text_stim_stim_n: autoDraw = True
149.0179 	EXP 	text_stim_sentence_type: autoDraw = True
149.0179 	EXP 	text_stim_condition: autoDraw = True
149.0179 	EXP 	text_stim_prompt: autoDraw = True
149.0681 	EXP 	text_stim_sentence: autoDraw = True
153.5798 	EXP 	New trial (rep=0, index=2): OrderedDict([('stim_n', 2), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'David leía el libro.'), ('color', 'white')])
153.6041 	DATA 	Keypress: right
153.6232 	EXP 	text_stim_stim_n: autoDraw = False
153.6232 	EXP 	text_stim_sentence_type: autoDraw = False
153.6232 	EXP 	text_stim_condition: autoDraw = False
153.6232 	EXP 	text_stim_prompt: autoDraw = False
153.6232 	EXP 	text_stim_sentence: autoDraw = False
153.6232 	EXP 	text_stim_stim_n: text = 2
153.6232 	EXP 	text_stim_sentence_type: text = 'match'
153.6232 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
153.6232 	EXP 	text_stim_prompt: color = 'white (named)'
153.6232 	EXP 	text_stim_prompt: text = ' '
153.6232 	EXP 	text_stim_sentence: text = 'David leía el libro.'
153.6232 	EXP 	text_stim_stim_n: autoDraw = True
153.6232 	EXP 	text_stim_sentence_type: autoDraw = True
153.6232 	EXP 	text_stim_condition: autoDraw = True
153.6232 	EXP 	text_stim_prompt: autoDraw = True
153.6537 	EXP 	text_stim_sentence: autoDraw = True
157.5032 	EXP 	New trial (rep=0, index=3): OrderedDict([('stim_n', 3), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'Emilio ama la marcha.'), ('color', 'white')])
157.5304 	DATA 	Keypress: right
157.5541 	EXP 	text_stim_stim_n: autoDraw = False
157.5541 	EXP 	text_stim_sentence_type: autoDraw = False
157.5541 	EXP 	text_stim_condition: autoDraw = False
157.5541 	EXP 	text_stim_prompt: autoDraw = False
157.5541 	EXP 	text_stim_sentence: autoDraw = False
157.5541 	EXP 	text_stim_stim_n: text = 3
157.5541 	EXP 	text_stim_sentence_type: text = 'match'
157.5541 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
157.5541 	EXP 	text_stim_prompt: color = 'white (named)'
157.5541 	EXP 	text_stim_prompt: text = ' '
157.5541 	EXP 	text_stim_sentence: text = 'Emilio ama la marcha.'
157.5541 	EXP 	text_stim_stim_n: autoDraw = True
157.5541 	EXP 	text_stim_sentence_type: autoDraw = True
157.5541 	EXP 	text_stim_condition: autoDraw = True
157.5541 	EXP 	text_stim_prompt: autoDraw = True
157.5689 	EXP 	text_stim_sentence: autoDraw = True
160.9704 	EXP 	New trial (rep=0, index=4): OrderedDict([('stim_n', 4), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'Mariano habla del tiempo.'), ('color', 'white')])
160.9874 	DATA 	Keypress: right
161.0011 	EXP 	text_stim_stim_n: autoDraw = False
161.0011 	EXP 	text_stim_sentence_type: autoDraw = False
161.0011 	EXP 	text_stim_condition: autoDraw = False
161.0011 	EXP 	text_stim_prompt: autoDraw = False
161.0011 	EXP 	text_stim_sentence: autoDraw = False
161.0011 	EXP 	text_stim_stim_n: text = 4
161.0011 	EXP 	text_stim_sentence_type: text = 'match'
161.0011 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
161.0011 	EXP 	text_stim_prompt: color = 'white (named)'
161.0011 	EXP 	text_stim_prompt: text = ' '
161.0011 	EXP 	text_stim_sentence: text = 'Mariano habla del tiempo.'
161.0011 	EXP 	text_stim_stim_n: autoDraw = True
161.0011 	EXP 	text_stim_sentence_type: autoDraw = True
161.0011 	EXP 	text_stim_condition: autoDraw = True
161.0011 	EXP 	text_stim_prompt: autoDraw = True
161.0345 	EXP 	text_stim_sentence: autoDraw = True
164.8237 	EXP 	New trial (rep=0, index=5): OrderedDict([('stim_n', 5), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'Ana lleva el abrigo.'), ('color', 'white')])
164.8383 	DATA 	Keypress: right
164.8517 	EXP 	text_stim_stim_n: autoDraw = False
164.8517 	EXP 	text_stim_sentence_type: autoDraw = False
164.8517 	EXP 	text_stim_condition: autoDraw = False
164.8517 	EXP 	text_stim_prompt: autoDraw = False
164.8517 	EXP 	text_stim_sentence: autoDraw = False
164.8517 	EXP 	text_stim_stim_n: text = 5
164.8517 	EXP 	text_stim_sentence_type: text = 'match'
164.8517 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
164.8517 	EXP 	text_stim_prompt: color = 'white (named)'
164.8517 	EXP 	text_stim_prompt: text = ' '
164.8517 	EXP 	text_stim_sentence: text = 'Ana lleva el abrigo.'
164.8517 	EXP 	text_stim_stim_n: autoDraw = True
164.8517 	EXP 	text_stim_sentence_type: autoDraw = True
164.8517 	EXP 	text_stim_condition: autoDraw = True
164.8517 	EXP 	text_stim_prompt: autoDraw = True
164.8852 	EXP 	text_stim_sentence: autoDraw = True
168.6219 	EXP 	New trial (rep=0, index=6): OrderedDict([('stim_n', 6), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'María bebe el vino.'), ('color', 'white')])
168.6347 	DATA 	Keypress: right
168.6526 	EXP 	text_stim_stim_n: autoDraw = False
168.6526 	EXP 	text_stim_sentence_type: autoDraw = False
168.6526 	EXP 	text_stim_condition: autoDraw = False
168.6526 	EXP 	text_stim_prompt: autoDraw = False
168.6526 	EXP 	text_stim_sentence: autoDraw = False
168.6526 	EXP 	text_stim_stim_n: text = 6
168.6526 	EXP 	text_stim_sentence_type: text = 'match'
168.6526 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
168.6526 	EXP 	text_stim_prompt: color = 'white (named)'
168.6526 	EXP 	text_stim_prompt: text = ' '
168.6526 	EXP 	text_stim_sentence: text = 'María bebe el vino.'
168.6526 	EXP 	text_stim_stim_n: autoDraw = True
168.6526 	EXP 	text_stim_sentence_type: autoDraw = True
168.6526 	EXP 	text_stim_condition: autoDraw = True
168.6526 	EXP 	text_stim_prompt: autoDraw = True
168.6845 	EXP 	text_stim_sentence: autoDraw = True
172.0388 	EXP 	New trial (rep=0, index=7): OrderedDict([('stim_n', 7), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'Marta abre el regalo.'), ('color', 'white')])
172.0516 	DATA 	Keypress: right
172.0690 	EXP 	text_stim_stim_n: autoDraw = False
172.0690 	EXP 	text_stim_sentence_type: autoDraw = False
172.0690 	EXP 	text_stim_condition: autoDraw = False
172.0690 	EXP 	text_stim_prompt: autoDraw = False
172.0690 	EXP 	text_stim_sentence: autoDraw = False
172.0690 	EXP 	text_stim_stim_n: text = 7
172.0690 	EXP 	text_stim_sentence_type: text = 'match'
172.0690 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
172.0690 	EXP 	text_stim_prompt: color = 'white (named)'
172.0690 	EXP 	text_stim_prompt: text = ' '
172.0690 	EXP 	text_stim_sentence: text = 'Marta abre el regalo.'
172.0690 	EXP 	text_stim_stim_n: autoDraw = True
172.0690 	EXP 	text_stim_sentence_type: autoDraw = True
172.0690 	EXP 	text_stim_condition: autoDraw = True
172.0690 	EXP 	text_stim_prompt: autoDraw = True
172.1049 	EXP 	text_stim_sentence: autoDraw = True
175.3215 	EXP 	New trial (rep=0, index=8): OrderedDict([('stim_n', 8), ('sentence_type', 'match'), ('condition', 'declarative_broad_focus'), ('prompt', ' '), ('sentence', 'Manuela vende el carro.'), ('color', 'white')])
175.3334 	DATA 	Keypress: right
175.3541 	EXP 	text_stim_stim_n: autoDraw = False
175.3541 	EXP 	text_stim_sentence_type: autoDraw = False
175.3541 	EXP 	text_stim_condition: autoDraw = False
175.3541 	EXP 	text_stim_prompt: autoDraw = False
175.3541 	EXP 	text_stim_sentence: autoDraw = False
175.3541 	EXP 	text_stim_stim_n: text = 8
175.3541 	EXP 	text_stim_sentence_type: text = 'match'
175.3541 	EXP 	text_stim_condition: text = 'declarative_broad_focus'
175.3541 	EXP 	text_stim_prompt: color = 'white (named)'
175.3541 	EXP 	text_stim_prompt: text = ' '
175.3541 	EXP 	text_stim_sentence: text = 'Manuela vende el carro.'
175.3541 	EXP 	text_stim_stim_n: autoDraw = True
175.3541 	EXP 	text_stim_sentence_type: autoDraw = True
175.3541 	EXP 	text_stim_condition: autoDraw = True
175.3541 	EXP 	text_stim_prompt: autoDraw = True
175.3845 	EXP 	text_stim_sentence: autoDraw = True
179.3087 	EXP 	New trial (rep=0, index=9): OrderedDict([('stim_n', 9), ('sentence_type', 'match'), ('condition', 'declarative_narrow_focus'), ('prompt', '¿A dónde iba Daniel?'), ('sentence', 'Daniel iba a Bolivia.'), ('color', 'blue')])
179.3594 	DATA 	Keypress: right
179.3723 	EXP 	text_stim_stim_n: autoDraw = False
179.3723 	EXP 	text_stim_sentence_type: autoDraw = False
179.3723 	EXP 	text_stim_condition: autoDraw = False
179.3723 	EXP 	text_stim_prompt: autoDraw = False
179.3723 	EXP 	text_stim_sentence: autoDraw = False
179.3723 	EXP 	text_stim_stim_n: text = 9
179.3723 	EXP 	text_stim_sentence_type: text = 'match'
179.3723 	EXP 	text_stim_condition: text = 'declarative_narrow_focus'
179.3723 	EXP 	text_stim_prompt: color = 'blue (named)'
179.3723 	EXP 	text_stim_prompt: text = '¿A dónde iba Daniel?'
179.3723 	EXP 	text_stim_sentence: text = 'Daniel iba a Bolivia.'
179.3723 	EXP 	text_stim_stim_n: autoDraw = True
179.3723 	EXP 	text_stim_sentence_type: autoDraw = True
179.3723 	EXP 	text_stim_condition: autoDraw = True
179.3723 	EXP 	text_stim_prompt: autoDraw = True
179.4038 	EXP 	text_stim_sentence: autoDraw = True
185.9432 	EXP 	New trial (rep=0, index=10): OrderedDict([('stim_n', 10), ('sentence_type', 'match'), ('condition', 'declarative_narrow_focus'), ('prompt', '¿Qué leía David?'), ('sentence', 'David leía el libro.'), ('color', 'blue')])
185.9745 	DATA 	Keypress: right
185.9880 	EXP 	text_stim_stim_n: autoDraw = False
185.9880 	EXP 	text_stim_sentence_type: autoDraw = False
185.9880 	EXP 	text_stim_condition: autoDraw = False
185.9880 	EXP 	text_stim_prompt: autoDraw = False
185.9880 	EXP 	text_stim_sentence: autoDraw = False
185.9880 	EXP 	text_stim_stim_n: text = 10
185.9880 	EXP 	text_stim_sentence_type: text = 'match'
185.9880 	EXP 	text_stim_condition: text = 'declarative_narrow_focus'
185.9880 	EXP 	text_stim_prompt: color = 'blue (named)'
185.9880 	EXP 	text_stim_prompt: text = '¿Qué leía David?'
185.9880 	EXP 	text_stim_sentence: text = 'David leía el libro.'
185.9880 	EXP 	text_stim_stim_n: autoDraw = True
185.9880 	EXP 	text_stim_sentence_type: autoDraw = True
185.9880 	EXP 	text_stim_condition: autoDraw = True
185.9880 	EXP 	text_stim_prompt: autoDraw = True
186.0199 	EXP 	text_stim_sentence: autoDraw = True
190.5429 	EXP 	New trial (rep=0, index=11): OrderedDict([('stim_n', 11), ('sentence_type', 'match'), ('condition', 'declarative_narrow_focus'), ('prompt', '¿Qué ama Emilio?'), ('sentence', 'Emilio ama la marcha.'), ('color', 'blue')])
190.5667 	DATA 	Keypress: right
190.5886 	EXP 	text_stim_stim_n: autoDraw = False
190.5886 	EXP 	text_stim_sentence_type: autoDraw = False
190.5886 	EXP 	text_stim_condition: autoDraw = False
190.5886 	EXP 	text_stim_prompt: autoDraw = False
190.5886 	EXP 	text_stim_sentence: autoDraw = False
190.5886 	EXP 	text_stim_stim_n: text = 11
190.5886 	EXP 	text_stim_sentence_type: text = 'match'
190.5886 	EXP 	text_stim_condition: text = 'declarative_narrow_focus'
190.5886 	EXP 	text_stim_prompt: color = 'blue (named)'
190.5886 	EXP 	text_stim_prompt: text = '¿Qué ama Emilio?'
190.5886 	EXP 	text_stim_sentence: text = 'Emilio ama la marcha.'
190.5886 	EXP 	text_stim_stim_n: autoDraw = True
190.5886 	EXP 	text_stim_sentence_type: autoDraw = True
190.5886 	EXP 	text_stim_condition: autoDraw = True
190.5886 	EXP 	text_stim_prompt: autoDraw = True
190.6046 	EXP 	text_stim_sentence: autoDraw = True
195.9437 	EXP 	New trial (rep=0, index=12): OrderedDict([('stim_n', 12), ('sentence_type', 'match'), ('condition', 'declarative_narrow_focus'), ('prompt', '¿De qué habla Mariano?'), ('sentence', 'Mariano habla del tiempo.'), ('color', 'blue')])
195.9784 	DATA 	Keypress: right
195.9872 	EXP 	text_stim_stim_n: autoDraw = False
195.9872 	EXP 	text_stim_sentence_type: autoDraw = False
195.9872 	EXP 	text_stim_condition: autoDraw = False
195.9872 	EXP 	text_stim_prompt: autoDraw = False
195.9872 	EXP 	text_stim_sentence: autoDraw = False
195.9872 	EXP 	text_stim_stim_n: text = 12
195.9872 	EXP 	text_stim_sentence_type: text = 'match'
195.9872 	EXP 	text_stim_condition: text = 'declarative_narrow_focus'
195.9872 	EXP 	text_stim_prompt: color = 'blue (named)'
195.9872 	EXP 	text_stim_prompt: text = '¿De qué habla Mariano?'
195.9872 	EXP 	text_stim_sentence: text = 'Mariano habla del tiempo.'
195.9872 	EXP 	text_stim_stim_n: autoDraw = True
195.9872 	EXP 	text_stim_sentence_type: autoDraw = True
195.9872 	EXP 	text_stim_condition: autoDraw = True
195.9872 	EXP 	text_stim_prompt: autoDraw = True
196.0199 	EXP 	text_stim_sentence: autoDraw = True
197.5737 	EXP 	New trial (rep=0, index=13): OrderedDict([('stim_n', 13), ('sentence_type', 'match'), ('condition', 'declarative_narrow_focus'), ('prompt', '¿Qué lleva Ana?'), ('sentence', 'Ana lleva el abrigo.'), ('color', 'blue')])
197.5868 	DATA 	Keypress: left
197.6060 	EXP 	text_stim_stim_n: autoDraw = False
197.6060 	EXP 	text_stim_sentence_type: autoDraw = False
197.6060 	EXP 	text_stim_condition: autoDraw = False
197.6060 	EXP 	text_stim_prompt: autoDraw = False
197.6060 	EXP 	text_stim_sentence: autoDraw = False
197.6060 	EXP 	text_stim_stim_n: text = 13
197.6060 	EXP 	text_stim_sentence_type: text = 'match'
197.6060 	EXP 	text_stim_condition: text = 'declarative_narrow_focus'
197.6060 	EXP 	text_stim_prompt: color = 'blue (named)'
197.6060 	EXP 	text_stim_prompt: text = '¿Qué lleva Ana?'
197.6060 	EXP 	text_stim_sentence: text = 'Ana lleva el abrigo.'
197.6060 	EXP 	text_stim_stim_n: autoDraw = True
197.6060 	EXP 	text_stim_sentence_type: autoDraw = True
197.6060 	EXP 	text_stim_condition: autoDraw = True
197.6060 	EXP 	text_stim_prompt: autoDraw = True
197.6370 	EXP 	text_stim_sentence: autoDraw = True
199.6623 	EXP 	New trial (rep=0, index=14): OrderedDict([('stim_n', 14), ('sentence_type', 'match'), ('condition', 'declarative_narrow_focus'), ('prompt', '¿Qué bebe María?'), ('sentence', 'María bebe el vino.'), ('color', 'blue')])
199.6788 	DATA 	Keypress: left
199.6876 	EXP 	text_stim_stim_n: autoDraw = False
199.6876 	EXP 	text_stim_sentence_type: autoDraw = False
199.6876 	EXP 	text_stim_condition: autoDraw = False
199.6876 	EXP 	text_stim_prompt: autoDraw = False
199.6876 	EXP 	text_stim_sentence: autoDraw = False
199.6876 	EXP 	text_stim_stim_n: text = 14
199.6876 	EXP 	text_stim_sentence_type: text = 'match'
199.6876 	EXP 	text_stim_condition: text = 'declarative_narrow_focus'
199.6876 	EXP 	text_stim_prompt: color = 'blue (named)'
199.6876 	EXP 	text_stim_prompt: text = '¿Qué bebe María?'
199.6876 	EXP 	text_stim_sentence: text = 'María bebe el vino.'
199.6876 	EXP 	text_stim_stim_n: autoDraw = True
199.6876 	EXP 	text_stim_sentence_type: autoDraw = True
199.6876 	EXP 	text_stim_condition: autoDraw = True
199.6876 	EXP 	text_stim_prompt: autoDraw = True
199.7216 	EXP 	text_stim_sentence: autoDraw = True
200.5091 	EXP 	New trial (rep=0, index=15): OrderedDict([('stim_n', 15), ('sentence_type', 'match'), ('condition', 'declarative_narrow_focus'), ('prompt', '¿Qué abre Marta?'), ('sentence', 'Marta abre el regalo.'), ('color', 'blue')])
200.5305 	DATA 	Keypress: right
200.5387 	EXP 	text_stim_stim_n: autoDraw = False
200.5387 	EXP 	text_stim_sentence_type: autoDraw = False
200.5387 	EXP 	text_stim_condition: autoDraw = False
200.5387 	EXP 	text_stim_prompt: autoDraw = False
200.5387 	EXP 	text_stim_sentence: autoDraw = False
200.5387 	EXP 	text_stim_stim_n: text = 15
200.5387 	EXP 	text_stim_sentence_type: text = 'match'
200.5387 	EXP 	text_stim_condition: text = 'declarative_narrow_focus'
200.5387 	EXP 	text_stim_prompt: color = 'blue (named)'
200.5387 	EXP 	text_stim_prompt: text = '¿Qué abre Marta?'
200.5387 	EXP 	text_stim_sentence: text = 'Marta abre el regalo.'
200.5387 	EXP 	text_stim_stim_n: autoDraw = True
200.5387 	EXP 	text_stim_sentence_type: autoDraw = True
200.5387 	EXP 	text_stim_condition: autoDraw = True
200.5387 	EXP 	text_stim_prompt: autoDraw = True
200.5700 	EXP 	text_stim_sentence: autoDraw = True
200.7941 	EXP 	New trial (rep=0, index=16): OrderedDict([('stim_n', 16), ('sentence_type', 'match'), ('condition', 'declarative_narrow_focus'), ('prompt', '¿Qué vende Manuela?'), ('sentence', 'Manuela vende el carro.'), ('color', 'blue')])
200.8096 	DATA 	Keypress: right
200.8268 	EXP 	text_stim_stim_n: autoDraw = False
200.8268 	EXP 	text_stim_sentence_type: autoDraw = False
200.8268 	EXP 	text_stim_condition: autoDraw = False
200.8268 	EXP 	text_stim_prompt: autoDraw = False
200.8268 	EXP 	text_stim_sentence: autoDraw = False
200.8268 	EXP 	text_stim_stim_n: text = 16
200.8268 	EXP 	text_stim_sentence_type: text = 'match'
200.8268 	EXP 	text_stim_condition: text = 'declarative_narrow_focus'
200.8268 	EXP 	text_stim_prompt: color = 'blue (named)'
200.8268 	EXP 	text_stim_prompt: text = '¿Qué vende Manuela?'
200.8268 	EXP 	text_stim_sentence: text = 'Manuela vende el carro.'
